id,nome,quartiere,classificazione,score,note,ciclabile_presente,n_corsie,senso_unico,n_testimonianze,zona,data_segnalazione
SS-BOL-0774,Via Galeazza,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0775,Via Galeazzo Marescotti,,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,A1,
SS-BOL-0776,Via Galliera,,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,B1,
SS-BOL-0777,Via Garofalo,,verde,1,ciclabile presente (da OpenStreetMap),si,2,no,0,A1,
SS-BOL-0778,Via Garzia Fioresi,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0779,Via Gaspare Nadi,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-BOL-0780,Via Gaspare Tagliacozzi,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-BOL-0781,Via Gaspare Ungarelli,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0782,Via Gastone Piccinini,,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,B1,
SS-BOL-0783,Via Gastone Rossi,,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,B1,
SS-BOL-0784,Via Gastone Sozzi,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-BOL-0785,Via Genova,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-BOL-0786,Via Genuzio Bentini,,verde,1,ciclabile presente (da OpenStreetMap),si,2,no,0,B1,
SS-BOL-0787,Via Georges Gordon Byron,,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,B1,
SS-BOL-0788,Via Gerolamo Rainaldi,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-BOL-0789,Via Gerolamo Savonarola,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0790,Via Gherardo Forni,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-BOL-0791,Via Gherardo Gherardi,,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,B1,
SS-BOL-0792,Via Gherardo Ghirardini,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-BOL-0793,Via Ghirardini,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-BOL-0794,Via Giacinta Pezzana,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0795,Via Giacomo Antonio Perti,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-BOL-0796,Via Giacomo Brodolini,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0797,Via Giacomo Ciamician,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0798,Via Giacomo Filippo Novaro,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-BOL-0799,Via Giacomo Leopardi,,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,B1,
SS-BOL-0800,Via Giacomo Matteotti,,rosso,4,strada secondaria trafficata (2 corsie),no,2,si,0,B1,
SS-BOL-0801,Via Giacomo Pallotti,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0802,Via Giacomo Puccini,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-BOL-0803,Via Giacomo Tommasini,,blu,2,accesso limitato (ZTL),no,1,no,0,A1,
SS-BOL-0804,Via Giacomo Venezian,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0805,Via Giambattista Tiepolo,,blu,2,zona pedonale / living street,no,1,si,0,A1,
SS-BOL-0806,Via Giambattista Vico,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0807,Via Giambologna,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0808,Via Giampietro Zanotti,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-BOL-0809,Via Gian Giacomo Carissimi,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-BOL-0810,Via Gian Luigi Protche,,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,B1,
SS-BOL-0811,Via Gianbattista Martini,,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,A1,
SS-BOL-0812,Via Gianguido Borghese,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0813,Via Gianlodovico Bianconi,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-BOL-0814,Via Gianni Palmieri,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0815,Via Gil Evans,,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,B1,
SS-BOL-0816,Via Gino Cervi,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0817,Via Gino Onofri,,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,A1,
SS-BOL-0818,Via Gino Rocchi,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-BOL-0819,Via Gino Tinozzi,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-BOL-0820,Via Giordano Bruno,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-BOL-0821,Via Giorgio Bassani,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0822,Via Giorgio Cencetti,,verde,1,ciclabile presente (da OpenStreetMap),si,2,no,0,B1,
SS-BOL-0823,Via Giorgio Ercolani,,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,B1,
SS-BOL-0824,Via Giorgio La Pira,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0825,Via Giorgio Perlasca,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-BOL-0826,Via Giorgio Vasari,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0827,Via Giorgione,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0828,Via Giotto,,verde,1,ciclabile presente (da OpenStreetMap),si,2,no,0,B1,
SS-BOL-0829,Via Giovan Battista Cortesi,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-BOL-0830,Via Giovan Battista Gandino,,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,A1,
SS-BOL-0831,Via Giovan Battista Martinetti,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0832,Via Giovanna Zaccherini Alvisi,,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,si,0,B1,
SS-BOL-0833,Via Giovanni Amendola,,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,si,0,B1,
SS-BOL-0834,Via Giovanni Antonio Magini,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-BOL-0835,Via Giovanni Antonio Sacco,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0836,Via Giovanni Battista Melloni,,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,A1,
SS-BOL-0837,Via Giovanni Battista Morgagni,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0838,Via Giovanni Battista Pergolesi,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-BOL-0839,Via Giovanni Battista de Rolandis,,verde,1,ciclabile presente (da OpenStreetMap),si,1,si,0,B1,
SS-BOL-0840,Via Giovanni Bertini,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0841,Via Giovanni Boccaccio,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-BOL-0842,Via Giovanni Bottonelli,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0843,Via Giovanni Brugnoli,,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,B1,
SS-BOL-0844,Via Giovanni Capellini,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-BOL-0845,Via Giovanni Casoni,,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,B1,
SS-BOL-0846,Via Giovanni Cerbai,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-BOL-0847,Via Giovanni Chiarini,,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,B1,
SS-BOL-0848,Via Giovanni Crocioni,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-BOL-0849,Via Giovanni Domenico Cassini,,verde,1,ciclabile presente (da OpenStreetMap),si,1,si,0,A1,
SS-BOL-0850,Via Giovanni Duprè,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-BOL-0851,Via Giovanni Elkan,,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,B1,
SS-BOL-0852,Via Giovanni Emanuel,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0853,Via Giovanni Fattori,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0854,Via Giovanni Favilli,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-BOL-0855,Via Giovanni Francesco Barbieri,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0856,Via Giovanni Garzoni,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-BOL-0857,Via Giovanni Gioseffo dal Sole,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0858,Via Giovanni Livraghi,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0859,Via Giovanni Lorenzo Bernini,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-BOL-0860,Via Giovanni Marchetti,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-BOL-0861,Via Giovanni Massei,,blu,2,zona pedonale / living street,no,1,no,0,A1,
SS-BOL-0862,Via Giovanni Natali,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0863,Via Giovanni Nicolò Pasquali Alidosi,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-BOL-0864,Via Giovanni Papini,,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,B1,
SS-BOL-0865,Via Giovanni Pascoli,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-BOL-0866,Via Giovanni Sebastiano Bach,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-BOL-0867,Via Giovanni Segantini,,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,B1,
SS-BOL-0868,Via Giovanni Spataro,,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,A1,
SS-BOL-0869,Via Giovanni Verga,,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,B1,
SS-BOL-0870,Via Giovanni secondo Bentivoglio,,nero,5,"strada ad alta velocità (tertiary, 70 km/h)",no,2,si,0,A1,
SS-BOL-0871,Via Girolamo Borselli,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-BOL-0872,Via Girolamo Cardano,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0873,Via Girolamo Curti,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0874,Via Girolamo Frescobaldi,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-BOL-0875,Via Girolamo Giacobbi,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0876,Via Giulio Alberoni,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0877,Via Giulio Cesare Aranzio,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-BOL-0878,Via Giulio Cesare Croce,,blu,2,zona pedonale / living street,no,1,no,0,B1,
SS-BOL-0879,Via Giulio Cesare Pupilli,,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,A1,
SS-BOL-0880,Via Giulio Marcovigi,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0881,Via Giulio Verne,,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,B1,
SS-BOL-0882,Via Giunio Bruto,,blu,2,zona pedonale / living street,no,1,no,0,B1,
SS-BOL-0883,Via Giuseppe Albini,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-BOL-0884,Via Giuseppe Antonio Landi,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0885,Via Giuseppe Atti,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-BOL-0886,Via Giuseppe Bandi,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-BOL-0887,Via Giuseppe Bentivogli,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0888,Via Giuseppe Borgatti,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-BOL-0889,Via Giuseppe Bosi,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-BOL-0890,Via Giuseppe Brini,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0891,Via Giuseppe Ceri,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0892,Via Giuseppe Cesare Abba,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-BOL-0893,Via Giuseppe Cesare Gualandi,,blu,2,zona pedonale / living street,no,1,no,0,A1,
SS-BOL-0894,Via Giuseppe Crespi,,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,B1,
SS-BOL-0895,Via Giuseppe Dagnini,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-BOL-0896,Via Giuseppe Di Vittorio,,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,si,0,B1,
SS-BOL-0897,Via Giuseppe Donati,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-BOL-0898,Via Giuseppe Dossetti,,blu,2,zona pedonale / living street,no,1,no,0,B1,
SS-BOL-0899,Via Giuseppe Dozza,,verde,1,ciclabile presente (da OpenStreetMap),si,2,no,0,A1,
SS-BOL-0900,Via Giuseppe Gabussi,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0901,Via Giuseppe Galletti,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-BOL-0902,Via Giuseppe Garibaldi,,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,A1,
SS-BOL-0903,Via Giuseppe Gaspari,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-BOL-0904,Via Giuseppe Giacosa,,verde,1,ciclabile presente (da OpenStreetMap),si,2,no,0,B1,
SS-BOL-0905,Via Giuseppe Gioacchino Belli,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0906,Via Giuseppe Giusti,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0907,Via Giuseppe Grabinski,,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,B1,
SS-BOL-0908,Via Giuseppe Guidicini,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-BOL-0909,Via Giuseppe Longo,,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,si,0,A1,
SS-BOL-0910,Via Giuseppe Malagoli,,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,B1,
SS-BOL-0911,Via Giuseppe Maria Mitelli,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0912,Via Giuseppe Martucci,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-BOL-0913,Via Giuseppe Massarenti,,rosso,4,strada principale trafficata (2 corsie),no,2,si,0,B1,
SS-BOL-0914,Via Giuseppe Mazza,,verde,1,ciclabile presente (da OpenStreetMap),si,2,si,0,B1,
SS-BOL-0915,Via Giuseppe Mazzini,,rosso,4,strada principale trafficata (2 corsie),no,2,si,0,A1,
SS-BOL-0916,Via Giuseppe Mengoni,,blu,2,zona pedonale / living street,no,1,no,0,B1,
SS-BOL-0917,Via Giuseppe Mezzofanti,,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,A1,
SS-BOL-0918,Via Giuseppe Minganti,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0919,Via Giuseppe Pacchioni,,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,B1,
SS-BOL-0920,Via Giuseppe Parini,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0921,Via Giuseppe Petroni,,blu,2,zona pedonale / living street,no,1,no,0,B1,
SS-BOL-0922,Via Giuseppe Rivani,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-BOL-0923,Via Giuseppe Rolli,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0924,Via Giuseppe Ruggi,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-BOL-0925,Via Giuseppe Saragat,,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,si,0,A1,
SS-BOL-0926,Via Giuseppe Tartini,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0927,Via Giuseppe Tellera,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0928,Via Giuseppe Torelli,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-BOL-0929,Via Giuseppe Vaccaro,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0930,Via Giuseppe di Vagno,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0931,Via Goffredo Mameli,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0932,Via Goito,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0933,Via Golfreda,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-BOL-0934,Via Gorizia,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0935,Via Grazia Deledda,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0936,Via Graziano,,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,B1,
SS-BOL-0937,Via Graziolo Bambaglioli,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-BOL-0938,Via Gregorio XIII,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0939,Via Greta Garbo,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0940,Via Guazzaloca,,verde,1,ciclabile presente (da OpenStreetMap),si,2,no,0,A1,
SS-BOL-0941,Via Guelfa,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-BOL-0942,Via Guerrazzi,,verde,1,ciclabile presente (da OpenStreetMap),si,2,si,0,A1,
SS-BOL-0943,Via Guglielmo Marconi,,rosso,4,strada secondaria trafficata (3 corsie),no,3,si,0,B1,
SS-BOL-0944,Via Guglielmo Oberdan,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0945,Via Guglielmo Pepe,,blu,2,zona pedonale / living street,no,1,no,0,B1,
SS-BOL-0946,Via Guglielmo Pizzirani,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0947,Via Guido Gozzano,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0948,Via Guido Guinizelli,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-BOL-0949,Via Guido Reni,,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,B1,
SS-BOL-0950,Via Guido Rossa,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-BOL-0951,Via Guido Zucchini,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0952,Via Gustavo Modena,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0953,Via Henghel Gualdi,,rosso,4,strada secondaria trafficata (1 corsie),no,1,si,0,B1,
SS-BOL-0954,Via Henri Beyle Stendhal,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0955,Via Honorè De Balzac,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0956,Via Honoré de Balzac,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0957,Via Iacopo Barozzi,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0958,Via Ignazio Silone,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0959,Via Ilio Barontini,,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,B1,
SS-BOL-0960,Via Imola,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0961,Via Indro Montanelli,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0962,Via Innocenzo Malvasia,,verde,1,ciclabile presente (da OpenStreetMap),si,2,no,0,B1,
SS-BOL-0963,Via Innocenzo da Imola,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0964,Via Ippolito Nievo,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-BOL-0965,Via Irma Bandiera,,verde,1,ciclabile presente (da OpenStreetMap),si,2,si,0,B1,
SS-BOL-0966,Via Irnerio,,rosso,4,strada secondaria trafficata (4 corsie),no,4,no,0,B1,
SS-BOL-0967,Via Isabella Andreini,,rosso,4,strada secondaria trafficata (2 corsie),no,2,no,0,B1,
SS-BOL-0968,Via Isabella Colbran,,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,B1,
SS-BOL-0969,Via Isacco Newton,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0970,Via Istria,,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,A1,
SS-BOL-0971,Via Italo Svevo,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0972,Via Jack London,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0973,Via Jacopo Bartolomeo Beccari,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-BOL-0974,Via Jacopo Della Lana,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-BOL-0975,Via Jacopo Di Paolo,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0976,Via Jacopo della Quercia,,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,B1,
SS-BOL-0977,Via Jodiche Naldi,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0978,Via John Cage,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0979,Via Kharkov,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0980,Via L. Bettini,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0981,Via La Castiglia,,blu,2,zona pedonale / living street,no,1,si,0,A1,
SS-BOL-0982,Via Lanciano,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-BOL-0983,Via Larga,,rosso,4,strada secondaria trafficata (1 corsie),no,1,si,0,B1,
SS-BOL-0984,Via Laura Bassi Veratti,,verde,1,ciclabile presente (da OpenStreetMap),si,2,no,0,A1,
SS-BOL-0985,Via Lazio,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-BOL-0986,Via Leandro Alberti,,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,A1,
SS-BOL-0987,Via Legnano,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0988,Via Lelio Dalla Volpe,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-BOL-0989,Via Lemonia,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-0990,Via Leonardo da Vinci,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0991,Via Leone Pesci,,blu,2,zona pedonale / living street,no,1,no,0,B1,
SS-BOL-0992,Via Leone Tolstoi,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0993,Via Leonello Grossi,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-BOL-0994,Via Leonetto Cipriani,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0995,Via Leonida Bertolazzi,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0996,Via Leopoldo Fregoli,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-0997,Via Letizia,,blu,2,accesso limitato (ZTL),no,1,no,0,A1,
SS-BOL-0998,Via Libero Battistelli,,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,B1,
SS-BOL-0999,Via Libero Bergonzoni,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-1000,Via Libia,,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,B1,
SS-BOL-1001,Via Licinia,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-1002,Via Licinio Cappelli,,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,B1,
SS-BOL-1003,Via Lidice,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-BOL-1004,Via Liguria,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-BOL-1005,Via Lino Gucci,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-1006,Via Lino Sighinolfi,,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,B1,
SS-BOL-1007,Via Lionello Spada,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-1008,Via Lippo di Dalmasio,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-BOL-1009,Via Livio Zambeccari,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-1010,Via Loderingo Degli Andalò,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-BOL-1011,Via Lodovico Beccadelli,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-1012,Via Lodovico Berti,,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,B1,
SS-BOL-1013,Via Lodovico Frati,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-BOL-1014,Via Lodovico Lazzaro Zamenhof,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-BOL-1015,Via Lodovico Savioli,,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,A1,
SS-BOL-1016,Via Lodovico Varthema,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-BOL-1017,Via Lombardia,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-BOL-1018,Via Longarone,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-BOL-1019,Via Lorenzo Bartolini,,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,A1,
SS-BOL-1020,Via Lorenzo Da Bagnomarino,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-BOL-1021,Via Lorenzo Ghiberti,,blu,2,zona pedonale / living street,no,1,no,0,B1,
SS-BOL-1022,Via Lorenzo Pasinelli,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
