id,nome,quartiere,classificazione,score,note,ciclabile_presente,n_corsie,senso_unico,n_testimonianze,municipio,data_segnalazione
SS-ROM-2678,Via Alessandro Serpieri,Municipio Roma II,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,II,2026-06-27
SS-ROM-2679,Via Alessandro Settimo,Municipio Roma I,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,I,2026-06-27
SS-ROM-2680,Via Alessandro Severo,Municipio Roma IX,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,si,0,IX,2026-06-27
SS-ROM-2681,Via Alessandro Solivetti,Municipio Roma XIV,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,XIV,2026-06-27
SS-ROM-2682,Via Alessandro Specchi,Municipio Roma II,blu,2,zona pedonale / living street,no,1,no,0,II,2026-06-27
SS-ROM-2683,Via Alessandro Stoppato,Municipio Roma VII,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,VII,2026-06-27
SS-ROM-2684,Via Alessandro Stradella,Municipio Roma XI,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,XI,2026-06-27
SS-ROM-2685,Via Alessandro Stucchi,Municipio Roma XII,giallo,3,strada urbana senza ciclabile,no,2,no,0,XII,2026-06-27
SS-ROM-2686,Via Alessandro Terracini,Municipio Roma VIII,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,VIII,2026-06-27
SS-ROM-2687,Via Alessandro Terzo,Municipio Roma I,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,I,2026-06-27
SS-ROM-2688,Via Alessandro Torlonia,Municipio Roma II,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,II,2026-06-27
SS-ROM-2689,Via Alessandro Trotter,Municipio Roma IV,giallo,3,strada urbana senza ciclabile,no,2,no,0,IV,2026-06-27
SS-ROM-2690,Via Alessandro Valignano,Municipio Roma IX,giallo,3,strada urbana senza ciclabile,no,2,si,0,IX,2026-06-27
SS-ROM-2691,Via Alessandro Varaldo,Municipio Roma IX,giallo,3,strada urbana senza ciclabile,no,2,no,0,IX,2026-06-27
SS-ROM-2692,Via Alessandro Vellutello,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-2693,Via Alessandro Vessella,Municipio Roma III,rosso,4,strada secondaria trafficata (1 corsie),no,1,si,0,III,2026-06-27
SS-ROM-2694,Via Alessandro Vivenza,Municipio Roma VIII,giallo,3,strada urbana senza ciclabile,no,2,no,0,VIII,2026-06-27
SS-ROM-2695,Via Alessandro Viviani,Municipio Roma VII,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,VII,2026-06-27
SS-ROM-2696,Via Alessandro Volta,Municipio Roma IX,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,IX,2026-06-27
SS-ROM-2697,Via Alessandro Zannetti,Municipio Roma III,giallo,3,strada urbana senza ciclabile,no,2,no,0,III,2026-06-27
SS-ROM-2698,Via Alessandro da Varazze,Municipio Roma XI,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,XI,2026-06-27
SS-ROM-2699,Via Alessandro dal Bosco,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-2700,Via Alessandro de Stefani,Municipio Roma IV,giallo,3,strada urbana senza ciclabile,no,2,no,0,IV,2026-06-27
SS-ROM-2701,Via Alessandro della Seta,Municipio Roma VI,giallo,3,strada urbana senza ciclabile,no,2,si,0,VI,2026-06-27
SS-ROM-2702,Via Alessano,Municipio Roma VII,giallo,3,strada urbana senza ciclabile,no,2,no,0,VII,2026-06-27
SS-ROM-2703,Via Alessio Ascalesi,Municipio Roma XIII,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,XIII,2026-06-27
SS-ROM-2704,Via Alessio Baldovinetti,Municipio Roma IX,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,IX,2026-06-27
SS-ROM-2705,Via Alessio Nazari,Municipio Roma XII,giallo,3,strada urbana senza ciclabile,no,2,no,0,XII,2026-06-27
SS-ROM-2706,Via Alessio Olivieri,Municipio Roma XI,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,XI,2026-06-27
SS-ROM-2707,Via Alete,Municipio Roma V,giallo,3,strada urbana senza ciclabile,no,2,no,0,V,2026-06-27
SS-ROM-2708,Via Alfana,Municipio Roma III,giallo,3,strada urbana senza ciclabile,no,2,si,0,III,2026-06-27
SS-ROM-2709,Via Alfedena,Municipio Roma V,giallo,3,strada urbana senza ciclabile,no,2,no,0,V,2026-06-27
SS-ROM-2710,Via Alfianello,Municipio Roma XI,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,XI,2026-06-27
SS-ROM-2711,Via Alfieri,Municipio Roma II,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,II,2026-06-27
SS-ROM-2712,Via Alfonsine,Municipio Roma VIII,rosso,4,strada secondaria trafficata (2 corsie),no,2,no,0,VIII,2026-06-27
SS-ROM-2713,Via Alfonso Airoldi,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-2714,Via Alfonso Alberghetti,Municipio Roma VII,giallo,3,strada urbana senza ciclabile,no,2,si,0,VII,2026-06-27
SS-ROM-2715,Via Alfonso Antonini,Municipio Roma V,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,V,2026-06-27
SS-ROM-2716,Via Alfonso Bartoli,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-2717,Via Alfonso Borelli,Municipio Roma II,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,II,2026-06-27
SS-ROM-2718,Via Alfonso Ciacconio,Municipio Roma II,giallo,3,strada urbana senza ciclabile,no,2,si,0,II,2026-06-27
SS-ROM-2719,Via Alfonso Cipriano,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-2720,Via Alfonso De Franciscis,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-2721,Via Alfonso Di Legge,Municipio Roma VIII,giallo,3,strada urbana senza ciclabile,no,2,si,0,VIII,2026-06-27
SS-ROM-2722,Via Alfonso Gallo,Municipio Roma XIV,giallo,3,strada urbana senza ciclabile,no,2,si,0,XIV,2026-06-27
SS-ROM-2723,Via Alfonso Gatto,Municipio Roma VIII,giallo,3,strada urbana senza ciclabile,no,2,si,0,VIII,2026-06-27
SS-ROM-2724,Via Alfonso Miola,Municipio Roma XIV,giallo,3,strada urbana senza ciclabile,no,2,si,0,XIV,2026-06-27
SS-ROM-2725,Via Alfonso Rendano,Municipio Roma III,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,III,2026-06-27
SS-ROM-2726,Via Alfonso Splendore,Municipio Roma XIII,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,XIII,2026-06-27
SS-ROM-2727,Via Alfonso Vagnoni,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-2728,Via Alfred Sisley,Municipio Roma VII,giallo,3,strada urbana senza ciclabile,no,2,no,0,VII,2026-06-27
SS-ROM-2729,Via Alfredo Ascoli,Municipio Roma VII,giallo,3,strada urbana senza ciclabile,no,2,no,0,VII,2026-06-27
SS-ROM-2730,Via Alfredo Baccarini,Municipio Roma IX,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,IX,2026-06-27
SS-ROM-2731,Via Alfredo Berasini,Municipio Roma XIV,blu,2,accesso limitato (ZTL),no,1,no,0,XIV,2026-06-27
SS-ROM-2732,Via Alfredo Blasi,Municipio Roma VII,giallo,3,strada urbana senza ciclabile,no,2,si,0,VII,2026-06-27
SS-ROM-2733,Via Alfredo Buonaiuti,Municipio Roma IV,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,IV,2026-06-27
SS-ROM-2734,Via Alfredo Capelli,Municipio Roma VIII,rosso,4,strada secondaria trafficata (4 corsie),no,4,no,0,VIII,2026-06-27
SS-ROM-2735,Via Alfredo Cappellini,Municipio Roma II,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,II,2026-06-27
SS-ROM-2736,Via Alfredo Casella,Municipio Roma III,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,III,2026-06-27
SS-ROM-2737,Via Alfredo Catalani,Municipio Roma III,rosso,4,strada secondaria trafficata (1 corsie),no,1,si,0,III,2026-06-27
SS-ROM-2738,Via Alfredo Comandini,Municipio Roma V,giallo,3,strada urbana senza ciclabile,no,2,si,0,V,2026-06-27
SS-ROM-2739,Via Alfredo Cottrau,Municipio Roma V,giallo,3,strada urbana senza ciclabile,no,2,si,0,V,2026-06-27
SS-ROM-2740,Via Alfredo Covelli,Municipio Roma V,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,V,2026-06-27
SS-ROM-2741,Via Alfredo De Luca,Municipio Roma VII,blu,2,accesso limitato (ZTL),no,1,no,0,VII,2026-06-27
SS-ROM-2742,Via Alfredo Durante,Municipio Roma XIV,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,XIV,2026-06-27
SS-ROM-2743,Via Alfredo Fiorini,Municipio Roma V,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,V,2026-06-27
SS-ROM-2744,Via Alfredo Fusco,Municipio Roma I,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,I,2026-06-27
SS-ROM-2745,Via Alfredo Gargiulo,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-2746,Via Alfredo Grandidier,Municipio Roma VI,giallo,3,strada urbana senza ciclabile,no,2,no,0,VI,2026-06-27
SS-ROM-2747,Via Alfredo Nobel,Municipio Roma IX,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,IX,2026-06-27
SS-ROM-2748,Via Alfredo Panzini,Municipio Roma IV,giallo,3,strada urbana senza ciclabile,no,2,si,0,IV,2026-06-27
SS-ROM-2749,Via Alfredo Piazzi,Municipio Roma XIV,giallo,3,strada urbana senza ciclabile,no,2,no,0,XIV,2026-06-27
SS-ROM-2750,Via Alfredo Sainati,Municipio Roma III,giallo,3,strada urbana senza ciclabile,no,2,si,0,III,2026-06-27
SS-ROM-2751,Via Alfredo Serranti,Municipio Roma I,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,I,2026-06-27
SS-ROM-2752,Via Alfredo Sforzini,Municipio Roma XIV,giallo,3,strada urbana senza ciclabile,no,2,no,0,XIV,2026-06-27
SS-ROM-2753,Via Alfredo Soffredini,Municipio Roma XI,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,XI,2026-06-27
SS-ROM-2754,Via Alfredo Testoni,Municipio Roma VIII,giallo,3,strada urbana senza ciclabile,no,2,no,0,VIII,2026-06-27
SS-ROM-2755,Via Alfredo Vanni,Municipio Roma XIV,blu,2,accesso limitato (ZTL),no,1,no,0,XIV,2026-06-27
SS-ROM-2756,Via Alfredo d'Avack,Municipio Roma XIV,giallo,3,strada urbana senza ciclabile,no,2,no,0,XIV,2026-06-27
SS-ROM-2757,Via Algajola,Municipio Roma XI,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,XI,2026-06-27
SS-ROM-2758,Via Alghero,Municipio Roma V,rosso,4,strada secondaria trafficata (2 corsie),no,2,si,0,V,2026-06-27
SS-ROM-2759,Via Alia,Municipio Roma VII,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,VII,2026-06-27
SS-ROM-2760,Via Alibert,Municipio Roma II,blu,2,zona pedonale / living street,no,1,si,0,II,2026-06-27
SS-ROM-2761,Via Alicudi,Municipio Roma VII,giallo,3,strada urbana senza ciclabile,no,2,no,0,VII,2026-06-27
SS-ROM-2762,Via Alida Valli,Municipio Roma IV,giallo,3,strada urbana senza ciclabile,no,2,no,0,IV,2026-06-27
SS-ROM-2763,Via Alife,Municipio Roma V,giallo,3,strada urbana senza ciclabile,no,2,si,0,V,2026-06-27
SS-ROM-2764,Via Alighiero Noschese,Municipio Roma VIII,giallo,3,strada urbana senza ciclabile,no,2,no,0,VIII,2026-06-27
SS-ROM-2765,Via Alimena,Municipio Roma VII,giallo,3,strada urbana senza ciclabile,no,2,si,0,VII,2026-06-27
SS-ROM-2766,Via Aliminusa,Municipio Roma VII,giallo,3,strada urbana senza ciclabile,no,2,no,0,VII,2026-06-27
SS-ROM-2767,Via Alinda Bonacci Brunamonti,Municipio Roma VIII,giallo,3,strada urbana senza ciclabile,no,2,no,0,VIII,2026-06-27
SS-ROM-2768,Via Alipio,Municipio Roma V,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,V,2026-06-27
SS-ROM-2769,Via Aliprando Caprioli,Municipio Roma XIV,giallo,3,strada urbana senza ciclabile,no,2,no,0,XIV,2026-06-27
SS-ROM-2770,Via Allai,Municipio Roma V,giallo,3,strada urbana senza ciclabile,no,2,no,0,V,2026-06-27
SS-ROM-2771,Via Allumiere,Municipio Roma VII,rosso,4,strada secondaria trafficata (2 corsie),no,2,si,0,VII,2026-06-27
SS-ROM-2772,Via Almese,Municipio Roma XIII,giallo,3,strada urbana senza ciclabile,no,2,no,0,XIII,2026-06-27
SS-ROM-2773,Via Almè,Municipio Roma VI,giallo,3,strada urbana senza ciclabile,no,2,no,0,VI,2026-06-27
SS-ROM-2774,Via Alpette,Municipio Roma XIV,giallo,3,strada urbana senza ciclabile,no,2,no,0,XIV,2026-06-27
SS-ROM-2775,Via Alserio,Municipio Roma VI,giallo,3,strada urbana senza ciclabile,no,2,no,0,VI,2026-06-27
SS-ROM-2776,Via Alsietina,Municipio Roma XIV,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,no,0,XIV,2026-06-27
SS-ROM-2777,Via Altacomba,Municipio Roma IX,giallo,3,strada urbana senza ciclabile,no,2,no,0,IX,2026-06-27
SS-ROM-2778,Via Altamura,Municipio Roma II,giallo,3,strada urbana senza ciclabile,no,2,no,0,II,2026-06-27
SS-ROM-2779,Via Altavilla Irpina,Municipio Roma V,giallo,3,strada urbana senza ciclabile,no,2,si,0,V,2026-06-27
SS-ROM-2780,Via Altavilla Milicia,Municipio Roma VII,giallo,3,strada urbana senza ciclabile,no,2,no,0,VII,2026-06-27
SS-ROM-2781,Via Altidona,Municipio Roma V,giallo,3,strada urbana senza ciclabile,no,2,no,0,V,2026-06-27
SS-ROM-2782,Via Altino,Municipio Roma IX,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,IX,2026-06-27
SS-ROM-2783,Via Altivole,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-2784,Via Alto,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-2785,Via Altofonte,Municipio Roma VII,giallo,3,strada urbana senza ciclabile,no,2,si,0,VII,2026-06-27
SS-ROM-2786,Via Altolia,Municipio Roma VII,giallo,3,strada urbana senza ciclabile,no,2,no,0,VII,2026-06-27
SS-ROM-2787,Via Altomonte,Municipio Roma VII,giallo,3,strada urbana senza ciclabile,no,2,no,0,VII,2026-06-27
SS-ROM-2788,Via Altopascio,Municipio Roma III,giallo,3,strada urbana senza ciclabile,no,2,no,0,III,2026-06-27
SS-ROM-2789,Via Alvari,Municipio Roma V,giallo,3,strada urbana senza ciclabile,no,2,no,0,V,2026-06-27
SS-ROM-2790,Via Alvaro del Portillo,Municipio Roma VIII,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,VIII,2026-06-27
SS-ROM-2791,Via Alvise Cadamosto,Municipio Roma IX,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,IX,2026-06-27
SS-ROM-2792,Via Alvito,Municipio Roma III,giallo,3,strada urbana senza ciclabile,no,2,no,0,III,2026-06-27
SS-ROM-2793,Via Alzano Lombardo,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-2794,Via Alzate Brianza,Municipio Roma VI,giallo,3,strada urbana senza ciclabile,no,2,no,0,VI,2026-06-27
SS-ROM-2795,Via Alà dei Sardi,Municipio Roma V,giallo,3,strada urbana senza ciclabile,no,2,no,0,V,2026-06-27
SS-ROM-2796,Via Alì,Municipio Roma VII,giallo,3,strada urbana senza ciclabile,no,2,si,0,VII,2026-06-27
SS-ROM-2797,Via Alò Giovannoli,Municipio Roma V,giallo,3,strada urbana senza ciclabile,no,2,no,0,V,2026-06-27
SS-ROM-2798,Via Amalasunta,Municipio Roma V,giallo,3,strada urbana senza ciclabile,no,2,no,0,V,2026-06-27
SS-ROM-2799,Via Amalfi,Municipio Roma VI,giallo,3,strada urbana senza ciclabile,no,2,no,0,VI,2026-06-27
SS-ROM-2800,Via Amalia Bettini,Municipio Roma IV,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,si,0,IV,2026-06-27
SS-ROM-2801,Via Amantea,Municipio Roma VII,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,VII,2026-06-27
SS-ROM-2802,Via Amaretta,Municipio Roma VII,giallo,3,strada urbana senza ciclabile,no,2,si,0,VII,2026-06-27
SS-ROM-2803,Via Amarilli,Municipio Roma V,giallo,3,strada urbana senza ciclabile,no,2,no,0,V,2026-06-27
SS-ROM-2804,Via Amaroni,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-2805,Via Amaseno,Municipio Roma V,giallo,3,strada urbana senza ciclabile,no,2,no,0,V,2026-06-27
SS-ROM-2806,Via Amato Amati,Municipio Roma V,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,V,2026-06-27
SS-ROM-2807,Via Ambrogio Baldo Soldani,Municipio Roma VI,giallo,3,strada urbana senza ciclabile,no,2,no,0,VI,2026-06-27
SS-ROM-2808,Via Ambrogio Binda,Municipio Roma V,giallo,3,strada urbana senza ciclabile,no,2,no,0,V,2026-06-27
SS-ROM-2809,Via Ambrogio Fusinieri,Municipio Roma XII,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,XII,2026-06-27
SS-ROM-2810,Via Ambrogio Necchi,Municipio Roma VII,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,VII,2026-06-27
SS-ROM-2811,Via Ambrogio Sansedoni,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,si,0,XI,2026-06-27
SS-ROM-2812,Via Ambrogio Traversari,Municipio Roma IX,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,IX,2026-06-27
SS-ROM-2813,Via Amedeo Avogadro,Municipio Roma IX,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,IX,2026-06-27
SS-ROM-2814,Via Amedeo Bocchi,Municipio Roma XI,rosso,4,strada secondaria trafficata (3 corsie),no,3,no,0,XI,2026-06-27
SS-ROM-2815,Via Amedeo Cencelli,Municipio Roma VII,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,VII,2026-06-27
SS-ROM-2816,Via Amedeo Cremisi,Municipio Roma XIV,giallo,3,strada urbana senza ciclabile,no,2,no,0,XIV,2026-06-27
SS-ROM-2817,Via Amedeo Crivellucci,Municipio Roma VII,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,si,0,VII,2026-06-27
SS-ROM-2818,Via Amedeo Maiuri,Municipio Roma XI,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,XI,2026-06-27
SS-ROM-2819,Via Amedeo Momo Simonetti,Municipio Roma VI,blu,2,accesso limitato (ZTL),no,1,no,0,VI,2026-06-27
SS-ROM-2820,Via Amedeo Ottavo,Municipio Roma II,blu,2,accesso limitato (ZTL),no,1,no,0,II,2026-06-27
SS-ROM-2821,Via Amedeo Sommovigo,Municipio Roma V,giallo,3,strada urbana senza ciclabile,no,2,no,0,V,2026-06-27
SS-ROM-2822,Via Amendolara,Municipio Roma VII,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,no,0,VII,2026-06-27
SS-ROM-2823,Via Amerigo Guasti,Municipio Roma III,giallo,3,strada urbana senza ciclabile,no,2,no,0,III,2026-06-27
SS-ROM-2824,Via Amerigo Sterpetti,Municipio Roma XIV,giallo,3,strada urbana senza ciclabile,no,2,no,0,XIV,2026-06-27
SS-ROM-2825,Via Amerigo Toth,Municipio Roma VIII,giallo,3,strada urbana senza ciclabile,no,2,no,0,VIII,2026-06-27
SS-ROM-2826,Via Amerigo Vespucci,Municipio Roma II,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,II,2026-06-27
SS-ROM-2827,Via Amico Aspertini,Municipio Roma VII,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,VII,2026-06-27
SS-ROM-2828,Via Amico Bignami,Municipio Roma IX,giallo,3,strada urbana senza ciclabile,no,2,no,0,IX,2026-06-27
SS-ROM-2829,Via Amico da Venafro,Municipio Roma V,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,V,2026-06-27
SS-ROM-2830,Via Amilcare Cucchini,Municipio Roma IX,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,IX,2026-06-27
SS-ROM-2831,Via Amilcare Paolucci,Municipio Roma XIV,giallo,3,strada urbana senza ciclabile,no,2,si,0,XIV,2026-06-27
SS-ROM-2832,Via Amilcare Rossi,Municipio Roma XIV,giallo,3,strada urbana senza ciclabile,no,2,no,0,XIV,2026-06-27
SS-ROM-2833,Via Amipsia,Municipio Roma XI,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,XI,2026-06-27
SS-ROM-2834,Via Amiterno,Municipio Roma II,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,II,2026-06-27
SS-ROM-2835,Via Amleto Novelli,Municipio Roma VIII,giallo,3,strada urbana senza ciclabile,no,2,no,0,VIII,2026-06-27
SS-ROM-2836,Via Amleto Palermi,Municipio Roma IV,giallo,3,strada urbana senza ciclabile,no,2,si,0,IV,2026-06-27
SS-ROM-2837,Via Ammiraglio Marzolo,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-2838,Via Amos Cassioli,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-2839,Via Amos Zanibelli,Municipio Roma V,giallo,3,strada urbana senza ciclabile,no,2,si,0,V,2026-06-27
SS-ROM-2840,Via Ampio Flaviano,Municipio Roma VII,giallo,3,strada urbana senza ciclabile,no,2,si,0,VII,2026-06-27
SS-ROM-2841,Via Amsterdam,Municipio Roma VIII,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,VIII,2026-06-27
SS-ROM-2842,Via Amulio,Municipio Roma VII,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,VII,2026-06-27
SS-ROM-2843,Via Anacapri,Municipio Roma V,giallo,3,strada urbana senza ciclabile,no,2,no,0,V,2026-06-27
SS-ROM-2844,Via Anacreonte,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,si,0,XI,2026-06-27
SS-ROM-2845,Via Anagnina,Municipio Roma VII,rosso,4,strada secondaria trafficata (2 corsie),no,2,si,0,VII,2026-06-27
SS-ROM-2846,Via Anapo,Municipio Roma II,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,II,2026-06-27
SS-ROM-2847,Via Anassagora,Municipio Roma XI,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,XI,2026-06-27
SS-ROM-2848,Via Anassarco,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-2849,Via Anassimandro,Municipio Roma V,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,V,2026-06-27
SS-ROM-2850,Via Anassimene di Mileto,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,si,0,XI,2026-06-27
SS-ROM-2851,Via Ancarano,Municipio Roma V,giallo,3,strada urbana senza ciclabile,no,2,no,0,V,2026-06-27
SS-ROM-2852,Via Anchise,Municipio Roma V,giallo,3,strada urbana senza ciclabile,no,2,si,0,V,2026-06-27
SS-ROM-2853,Via Ancilla Marighetto,Municipio Roma XIV,giallo,3,strada urbana senza ciclabile,no,2,no,0,XIV,2026-06-27
SS-ROM-2854,Via Ancona,Municipio Roma II,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,II,2026-06-27
SS-ROM-2855,Via Andali,Municipio Roma VII,giallo,3,strada urbana senza ciclabile,no,2,no,0,VII,2026-06-27
SS-ROM-2856,Via Andersen,Municipio Roma XIII,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,si,0,XIII,2026-06-27
SS-ROM-2857,Via Andezeno,Municipio Roma XIV,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,XIV,2026-06-27
SS-ROM-2858,Via Andras Alfoldi,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-2859,Via Andrea Alciato,Municipio Roma I,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,si,0,I,2026-06-27
SS-ROM-2860,Via Andrea Andreani,Municipio Roma VII,giallo,3,strada urbana senza ciclabile,no,2,no,0,VII,2026-06-27
SS-ROM-2861,Via Andrea Angiulli,Municipio Roma XIV,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,XIV,2026-06-27
SS-ROM-2862,Via Andrea Aradas,Municipio Roma VIII,giallo,3,strada urbana senza ciclabile,no,2,no,0,VIII,2026-06-27
SS-ROM-2863,Via Andrea Arditi,Municipio Roma XIV,giallo,3,strada urbana senza ciclabile,no,2,no,0,XIV,2026-06-27
SS-ROM-2864,Via Andrea Argoli,Municipio Roma VIII,giallo,3,strada urbana senza ciclabile,no,2,no,0,VIII,2026-06-27
SS-ROM-2865,Via Andrea Bafile,Municipio Roma I,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,I,2026-06-27
SS-ROM-2866,Via Andrea Baldi,Municipio Roma I,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,I,2026-06-27
SS-ROM-2867,Via Andrea Barbato,Municipio Roma XIV,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,XIV,2026-06-27
SS-ROM-2868,Via Andrea Barbazza,Municipio Roma XIII,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,XIII,2026-06-27
SS-ROM-2869,Via Andrea Bina,Municipio Roma IV,giallo,3,strada urbana senza ciclabile,no,2,no,0,IV,2026-06-27
SS-ROM-2870,Via Andrea Busiri Vici,Municipio Roma I,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,I,2026-06-27
SS-ROM-2871,Via Andrea Casadei,Municipio Roma VI,giallo,3,strada urbana senza ciclabile,no,2,no,0,VI,2026-06-27
SS-ROM-2872,Via Andrea Cascella,Municipio Roma VIII,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,VIII,2026-06-27
SS-ROM-2873,Via Andrea Catrani,Municipio Roma XI,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,XI,2026-06-27
SS-ROM-2874,Via Andrea Cesalpino,Municipio Roma II,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,II,2026-06-27
SS-ROM-2875,Via Andrea Checchi,Municipio Roma IV,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,IV,2026-06-27
SS-ROM-2876,Via Andrea Codebò,Municipio Roma XIV,giallo,3,strada urbana senza ciclabile,no,2,no,0,XIV,2026-06-27
