id,nome,quartiere,classificazione,score,note,ciclabile_presente,n_corsie,senso_unico,n_testimonianze,municipio,data_segnalazione
SS-ROM-0575,-,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0576,1st Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,XI,2026-06-27
SS-ROM-0577,2nd Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0578,3rd Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0579,4th Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0580,5th Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0581,6th Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0582,7th Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0583,Acapulo Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0584,Adan Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0585,Agualeguas Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0586,Alaniz Drive,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0587,Albacore Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0588,Alcabuz Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0589,Alfredo Serna Court,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0590,Alpha Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0591,Amy Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0592,Anacua Circle,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0593,Angela Avenue,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0594,Arco degli Acquasparta,Municipio Roma II,blu,2,zona pedonale / living street,no,1,no,0,II,2026-06-27
SS-ROM-0595,Arco della Chiesa Nuova,Municipio Roma I,blu,2,zona pedonale / living street,no,1,no,0,I,2026-06-27
SS-ROM-0596,Athens Street,Municipio Roma XI,rosso,4,strada secondaria trafficata,no,2,no,0,XI,2026-06-27
SS-ROM-0597,Azalea Avenue,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0598,Azalea Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0599,Azucena Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0600,Baldemar Avenue,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0601,Baptist Avenue,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0602,Bass Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0603,Belvedere 9 Febbraio 1849,Municipio Roma I,blu,2,zona pedonale / living street,no,1,no,0,I,2026-06-27
SS-ROM-0604,Belvedere Ettore Scola,Municipio Roma I,blu,2,zona pedonale / living street,no,1,no,0,I,2026-06-27
SS-ROM-0605,Belvedere Giovanni Carosio,Municipio Roma XI,blu,2,zona pedonale / living street,no,1,no,0,XI,2026-06-27
SS-ROM-0606,Belvedere Luigi Magni,Municipio Roma II,blu,2,zona pedonale / living street,no,1,no,0,II,2026-06-27
SS-ROM-0607,Belvedere dei Salviati,Municipio Roma I,blu,2,zona pedonale / living street,no,1,no,0,I,2026-06-27
SS-ROM-0608,Belvedere del Lago del Giglio,Municipio Roma I,blu,2,zona pedonale / living street,no,1,no,0,I,2026-06-27
SS-ROM-0609,Bethel Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0610,Bivio del Castrum,Municipio Roma XI,blu,2,zona pedonale / living street,no,1,no,0,XI,2026-06-27
SS-ROM-0611,Bluebird Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0612,Bobwhite Avenue,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0613,Borghetto Farneto,Municipio Roma XIV,giallo,3,strada urbana senza ciclabile,no,2,no,0,XIV,2026-06-27
SS-ROM-0614,Borghetto dei Pescatori,Municipio Roma XI,blu,2,zona pedonale / living street,no,1,no,0,XI,2026-06-27
SS-ROM-0615,Borghetto della Castelluccia,Municipio Roma XIV,giallo,3,strada urbana senza ciclabile,no,2,no,0,XIV,2026-06-27
SS-ROM-0616,Borghetto di Via Labico,Municipio Roma V,giallo,3,strada urbana senza ciclabile,no,2,no,0,V,2026-06-27
SS-ROM-0617,Borgo Angelico,Municipio Roma I,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,I,2026-06-27
SS-ROM-0618,Borgo Pio,Municipio Roma I,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,I,2026-06-27
SS-ROM-0619,Borgo San Lazzaro,Municipio Roma I,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,no,0,I,2026-06-27
SS-ROM-0620,Borgo Sant'Angelo,Municipio Roma I,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,si,0,I,2026-06-27
SS-ROM-0621,Borgo Santo Spirito,Municipio Roma I,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,I,2026-06-27
SS-ROM-0622,Borgo Vittorio,Municipio Roma I,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,I,2026-06-27
SS-ROM-0623,Borgo di Sopra,Municipio Roma XIV,giallo,3,strada urbana senza ciclabile,no,2,no,0,XIV,2026-06-27
SS-ROM-0624,Borgo di Sotto,Municipio Roma XIV,giallo,3,strada urbana senza ciclabile,no,2,no,0,XIV,2026-06-27
SS-ROM-0625,Bronco Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0626,Cactus Avenue,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0627,Campos Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0628,Canales Circle,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0629,Cantaro Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0630,Cantu Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0631,Capo Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0632,Cardinal Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0633,Cardo Massimo,Municipio Roma XI,blu,2,zona pedonale / living street,no,1,no,0,XI,2026-06-27
SS-ROM-0634,Cardo degli Aurighi,Municipio Roma XI,blu,2,zona pedonale / living street,no,1,no,0,XI,2026-06-27
SS-ROM-0635,Catfish Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0636,Cavalcavia della Caffarella,Municipio Roma IX,blu,2,zona pedonale / living street,no,1,no,0,IX,2026-06-27
SS-ROM-0637,Cedar Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0638,Center Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0639,Centro Commerciale Maximo,Municipio Roma VIII,giallo,3,strada urbana senza ciclabile,no,2,si,0,VIII,2026-06-27
SS-ROM-0640,Cerralvo Avenue,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0641,Chiostro del Borromini,Municipio Roma II,blu,2,zona pedonale / living street,no,1,no,0,II,2026-06-27
SS-ROM-0642,Ciclabile Anagnina-Tor Vergata-Tor Bella Monaca,Municipio Roma VII,verde,1,ciclabile presente (da OpenStreetMap),si,2,no,0,VII,2026-06-27
SS-ROM-0643,Ciclabile Carlo Levi,Municipio Roma VIII,verde,1,ciclabile presente (da OpenStreetMap),si,2,no,0,VIII,2026-06-27
SS-ROM-0644,Ciclabile Lungomare Duca degli Abruzzi,Municipio Roma XI,verde,1,ciclabile presente (da OpenStreetMap),si,2,no,0,XI,2026-06-27
SS-ROM-0645,Ciclabile Lungomare di Ostia,Municipio Roma XI,verde,1,ciclabile presente (da OpenStreetMap),si,2,no,0,XI,2026-06-27
SS-ROM-0646,Ciclabile Nomentana,Municipio Roma V,verde,1,ciclabile presente (da OpenStreetMap),si,2,no,0,V,2026-06-27
SS-ROM-0647,Ciclabile Patatona,Municipio Roma VI,verde,1,ciclabile presente (da OpenStreetMap),si,2,no,0,VI,2026-06-27
SS-ROM-0648,Ciclabile Togliatti,Municipio Roma VII,verde,1,ciclabile presente (da OpenStreetMap),si,2,no,0,VII,2026-06-27
SS-ROM-0649,Ciclabile Viale Aventino,Municipio Roma II,verde,1,ciclabile presente (da OpenStreetMap),si,2,si,0,II,2026-06-27
SS-ROM-0650,Ciclabile viale Città d'Europa,Municipio Roma VIII,verde,1,ciclabile presente (da OpenStreetMap),si,2,no,0,VIII,2026-06-27
SS-ROM-0651,Ciclabile viale Oceano Indiano,Municipio Roma VIII,verde,1,ciclabile presente (da OpenStreetMap),si,2,si,0,VIII,2026-06-27
SS-ROM-0652,Ciclablile Val D'Ala - Conca D'Oro,Municipio Roma IV,verde,1,ciclabile presente (da OpenStreetMap),si,2,no,0,IV,2026-06-27
SS-ROM-0653,Circolo Tor Carbone,Municipio Roma VII,giallo,3,strada urbana senza ciclabile,no,2,no,0,VII,2026-06-27
SS-ROM-0654,Circonvallazione Appia,Municipio Roma IX,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,IX,2026-06-27
SS-ROM-0655,Circonvallazione Aurelia,Municipio Roma I,rosso,4,strada principale trafficata (3 corsie),no,3,si,0,I,2026-06-27
SS-ROM-0656,Circonvallazione Clodia,Municipio Roma I,rosso,4,strada principale trafficata (2 corsie),no,2,si,0,I,2026-06-27
SS-ROM-0657,Circonvallazione Nomentana,Municipio Roma V,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,si,0,V,2026-06-27
SS-ROM-0658,Circonvallazione Orientale,Municipio Roma VI,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,VI,2026-06-27
SS-ROM-0659,Circonvallazione Trionfale,Municipio Roma I,rosso,4,strada principale trafficata (2 corsie),no,2,si,0,I,2026-06-27
SS-ROM-0660,Circonvallazione Tuscolana,Municipio Roma VII,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,si,0,VII,2026-06-27
SS-ROM-0661,Clivo Virginia Reiter,Municipio Roma III,giallo,3,strada urbana senza ciclabile,no,2,no,0,III,2026-06-27
SS-ROM-0662,Clivo dei Publicii,Municipio Roma II,blu,2,accesso limitato (ZTL),no,1,si,0,II,2026-06-27
SS-ROM-0663,Clivo della Montagnola,Municipio Roma IX,giallo,3,strada urbana senza ciclabile,no,2,si,0,IX,2026-06-27
SS-ROM-0664,Clivo delle Case Basse,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,si,0,XI,2026-06-27
SS-ROM-0665,Clivo delle Mura Vaticane,Municipio Roma I,giallo,3,strada urbana senza ciclabile,no,2,no,0,I,2026-06-27
SS-ROM-0666,Clivo di Cinna,Municipio Roma I,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,I,2026-06-27
SS-ROM-0667,Clivo di Monte del Gallo,Municipio Roma I,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,I,2026-06-27
SS-ROM-0668,Clivo di Rocca Savella,Municipio Roma II,giallo,3,strada urbana senza ciclabile,no,2,no,0,II,2026-06-27
SS-ROM-0669,Clivo di Scauro,Municipio Roma II,giallo,3,strada urbana senza ciclabile,no,2,no,0,II,2026-06-27
SS-ROM-0670,Clivus Capitolinus,Municipio Roma II,blu,2,zona pedonale / living street,no,1,no,0,II,2026-06-27
SS-ROM-0671,Clivus Palatino,Municipio Roma II,blu,2,zona pedonale / living street,no,1,no,0,II,2026-06-27
SS-ROM-0672,Colosseo,Municipio Roma II,blu,2,zona pedonale / living street,no,1,no,0,II,2026-06-27
SS-ROM-0673,Convent Avenue,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0674,Corsia Agonale,Municipio Roma II,blu,2,zona pedonale / living street,no,1,no,0,II,2026-06-27
SS-ROM-0675,Corso Duca di Genova,Municipio Roma XI,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,XI,2026-06-27
SS-ROM-0676,Corso Regina Maria Pia,Municipio Roma XI,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,XI,2026-06-27
SS-ROM-0677,Corso d'Italia,Municipio Roma II,rosso,4,strada principale trafficata (2 corsie),no,2,si,0,II,2026-06-27
SS-ROM-0678,Cortile d'Onore,Municipio Roma II,blu,2,zona pedonale / living street,no,1,no,0,II,2026-06-27
SS-ROM-0679,Cottonwood Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0680,Cox Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0681,Cruz Trevino Avenue,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0682,Daisy Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0683,David Avenue,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0684,De Los Santos Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0685,Decumano Massimo,Municipio Roma XI,blu,2,zona pedonale / living street,no,1,no,0,XI,2026-06-27
SS-ROM-0686,Deer Run Avenue,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0687,Doctor Mario E Ramirez Avenue,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0688,Dolphin Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0689,Eagle Avenue,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0690,East Allende Avenue,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0691,East B Circle,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0692,East Bravo Boulevard,Municipio Roma XI,rosso,4,strada secondaria trafficata (2 corsie),no,2,si,0,XI,2026-06-27
SS-ROM-0693,East Convent Avenue,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0694,East Franklin Avenue,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0695,East Garfield Avenue,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0696,East Gonzalez Avenue,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0697,East Grant Street,Municipio Roma XI,nero,5,"strada ad alta velocità (trunk, 4 corsie)",no,4,no,0,XI,2026-06-27
SS-ROM-0698,East Harrison Avenue,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0699,East Juarez Avenue,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0700,East La Fragua Avenue,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0701,East Lincoln Avenue,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0702,East Matamoros Avenue,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0703,East Mendez Avenue,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0704,East Morelos Avenue,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0705,East Rios Cove Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0706,East Washington Avenue,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0707,East Zaragoza Avenue,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,si,0,XI,2026-06-27
SS-ROM-0708,Efren Ramirez Avenue,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0709,Elaine Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0710,Eli Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0711,Elias Avenue,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0712,Escandon Avenue,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0713,Escobares Loop,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0714,Esedra Giulio Carlo Argan,Municipio Roma II,blu,2,zona pedonale / living street,no,1,no,0,II,2026-06-27
SS-ROM-0715,Esedra Petar Secondo Petrovic Njegos,Municipio Roma II,blu,2,zona pedonale / living street,no,1,no,0,II,2026-06-27
SS-ROM-0716,Estrella Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0717,Eusebio Avenue,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0718,Eva Circle,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0719,Ex Villaggio Azzurro,Municipio Roma XI,blu,2,zona pedonale / living street,no,1,no,0,XI,2026-06-27
SS-ROM-0720,F Avenue,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0721,Federico Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0722,Fermi,Municipio Roma IX,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,IX,2026-06-27
SS-ROM-0723,Flores Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0724,Foro Romano,Municipio Roma II,giallo,3,strada urbana senza ciclabile,no,2,si,0,II,2026-06-27
SS-ROM-0725,Foro Traiano,Municipio Roma II,giallo,3,strada urbana senza ciclabile,no,2,no,0,II,2026-06-27
SS-ROM-0726,Forte Bravetta,Municipio Roma XII,verde,1,ciclabile presente (da OpenStreetMap),si,2,no,0,XII,2026-06-27
SS-ROM-0727,Francesca Avenue,Municipio Roma XI,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,XI,2026-06-27
SS-ROM-0728,Fresno Avenue,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0729,Galleria Giovanni Ventitreesimo,Municipio Roma III,nero,5,"strada ad alta velocità (trunk, 70 km/h)",no,2,si,0,III,2026-06-27
SS-ROM-0730,Galleria Ing. Mario Spezzaferro,Municipio Roma V,nero,5,"strada ad alta velocità (trunk, 50 km/h)",no,2,si,0,V,2026-06-27
SS-ROM-0731,Galleria Mario Mafai,Municipio Roma IX,blu,2,zona pedonale / living street,no,1,no,0,IX,2026-06-27
SS-ROM-0732,Galleria Michele Cammarano,Municipio Roma IX,blu,2,zona pedonale / living street,no,1,no,0,IX,2026-06-27
SS-ROM-0733,Galleria Principe Amedeo Savoia - Aosta,Municipio Roma I,rosso,4,strada principale trafficata (2 corsie),no,2,si,0,I,2026-06-27
SS-ROM-0734,Galleria Principe Amedeo Savoia Aosta,Municipio Roma I,verde,1,ciclabile presente (da OpenStreetMap),si,2,si,0,I,2026-06-27
SS-ROM-0735,Galleria Regina Margherita,Municipio Roma II,blu,2,zona pedonale / living street,no,1,no,0,II,2026-06-27
SS-ROM-0736,Galleria Sciarra,Municipio Roma II,blu,2,zona pedonale / living street,no,1,no,0,II,2026-06-27
SS-ROM-0737,Galleria Villa Alberici,Municipio Roma I,verde,1,ciclabile presente (da OpenStreetMap),si,2,no,0,I,2026-06-27
SS-ROM-0738,Gardenia Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0739,Garza Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0740,Geranium Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0741,Gilberto Garza Avenue,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0742,Gladiator Boulevard,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,si,0,XI,2026-06-27
SS-ROM-0743,Godorniz Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0744,Guadalupe Pena Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0745,Guerra Avenue,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0746,Gutierrez Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0747,Hackberry Lane,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0748,Hackberry Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0749,Hawk Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0750,Hayden Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0751,Hibiscus Road,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0752,Hibiscus Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0753,Higinid Circle,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0754,Hortencia Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0755,Huisache Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0756,Humberto Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0757,Hummingbird Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0758,Ingresso Monumentale,Municipio Roma V,blu,2,zona pedonale / living street,no,1,no,0,V,2026-06-27
SS-ROM-0759,Ivy Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0760,J M Escobar Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0761,J Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0762,Jardin Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0763,Jasmin Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0764,Jazmine Avenue,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0765,Jazmine Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0766,Jc Rami Rez Avenue,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0767,Jefferson Avenue,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0768,Jesus Sanchez Avenue,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0769,Jose Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0770,La Bahia Street,Municipio Roma XI,giallo,3,strada urbana senza ciclabile,no,2,no,0,XI,2026-06-27
SS-ROM-0771,La terrazza dell'Altare della Patria,Municipio Roma II,blu,2,zona pedonale / living street,no,1,no,0,II,2026-06-27
SS-ROM-0772,Largo 16 Ottobre 1943,Municipio Roma II,blu,2,zona pedonale / living street,no,1,no,0,II,2026-06-27
SS-ROM-0773,Largo 3 Giugno 1849,Municipio Roma I,blu,2,zona pedonale / living street,no,1,no,0,I,2026-06-27
SS-ROM-0774,Largo Accademia Tiberina,Municipio Roma IX,blu,2,zona pedonale / living street,no,1,no,0,IX,2026-06-27
SS-ROM-0775,Largo Adriano Carcani,Municipio Roma II,giallo,3,strada urbana senza ciclabile,no,2,no,0,II,2026-06-27
SS-ROM-0776,Largo Agosta,Municipio Roma V,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,V,2026-06-27
SS-ROM-0777,Largo Agostino Gemelli,Municipio Roma I,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,I,2026-06-27
SS-ROM-0778,Largo Alba Adriatica,Municipio Roma IV,giallo,3,strada urbana senza ciclabile,no,2,si,0,IV,2026-06-27
SS-ROM-0779,Largo Alberto Missiroli,Municipio Roma XII,blu,2,zona pedonale / living street,no,1,no,0,XII,2026-06-27
SS-ROM-0780,Largo Alberto Pepere,Municipio Roma XII,giallo,3,strada urbana senza ciclabile (2 corsie),no,2,no,0,XII,2026-06-27
SS-ROM-0781,Largo Aldo Pastorini,Municipio Roma XIV,giallo,3,strada urbana senza ciclabile,no,2,no,0,XIV,2026-06-27
