id,nome,quartiere,classificazione,score,note,ciclabile_presente,n_corsie,senso_unico,n_testimonianze
SS-ROM-0213,Via Flaminia (tratto Tor di Quinto),Tor di Quinto,rosso,4,traffico veloce quasi autostrada marciapiede stretto e discontinuo - segnalazione @metaiyo,no,4,no,1
