id,nome,quartiere,classificazione,score,note,ciclabile_presente,n_corsie,senso_unico,n_testimonianze,zona,data_segnalazione
SS-NAP-0001,Anfiteatro,,blu,2,zona pedonale / living street,no,1,no,0,A2,
SS-NAP-0002,Asse viario Vomero-Soccavo-Pianura,,nero,5,strada ad alta velocità (trunk),no,2,si,0,A1,
SS-NAP-0003,Atrio dell'Ospedale degli Incurabili,,blu,2,zona pedonale / living street,no,1,no,0,B2,
SS-NAP-0004,Belvedere Cesare Andrea Bixio,,blu,2,zona pedonale / living street,no,1,no,0,A1,
SS-NAP-0005,Bivio di Mugnano,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-NAP-0006,Calata Capodichino,,rosso,4,strada secondaria trafficata (2 corsie),no,2,si,0,B2,
SS-NAP-0007,Calata Fontanelle,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B2,
SS-NAP-0008,Calata Ospedaletto,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A2,
SS-NAP-0009,Calata San Francesco,,giallo,3,strada urbana senza ciclabile (1 corsie),no,1,si,0,A1,
SS-NAP-0010,Calata San Marco,,blu,2,zona pedonale / living street,no,1,no,0,A2,
SS-NAP-0011,Calata San Mattia,,blu,2,zona pedonale / living street,no,1,no,0,A2,
SS-NAP-0012,Calata Santi Cosma e Damiano,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A2,
SS-NAP-0013,Calata Trinità Maggiore,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A2,
SS-NAP-0014,Cavone Case Puntellate,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-NAP-0015,Cavone case puntellate,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-NAP-0016,Circumvallazione Esterna di Napoli,,nero,5,"strada ad alta velocità (trunk, 50 km/h)",no,2,si,0,B2,
SS-NAP-0017,Continuazione di Via Teano,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B2,
SS-NAP-0018,Contrada Abbasso Maranda,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B2,
SS-NAP-0019,Contrada Abbiendola,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-NAP-0020,Contrada Pisciarelli,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-NAP-0021,Corso Amedeo di Savoia Duca d'Aosta,,rosso,4,strada principale trafficata (2 corsie),no,2,no,0,B2,
SS-NAP-0022,Corso Arnaldo Lucci,,rosso,4,strada secondaria trafficata,no,2,si,0,A2,
SS-NAP-0023,Corso Bruno Buozzi,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A2,
SS-NAP-0024,Corso Chiaiano,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-NAP-0025,Corso Duca d'Aosta,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-NAP-0026,Corso Europa,,rosso,4,strada secondaria trafficata,no,2,si,0,B2,
SS-NAP-0027,Corso Giuseppe Garibaldi,,rosso,4,strada secondaria trafficata (2 corsie),no,2,no,0,B2,
SS-NAP-0028,Corso Italia,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B2,
SS-NAP-0029,Corso Malta,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B2,
SS-NAP-0030,Corso Marianella,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-NAP-0031,Corso Meridionale,,rosso,4,strada secondaria trafficata (2 corsie),no,2,si,0,B2,
SS-NAP-0032,Corso Mianella,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B2,
SS-NAP-0033,Corso Nicolangelo Protopisani,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A2,
SS-NAP-0034,Corso Novara,,rosso,4,strada secondaria trafficata (2 corsie),no,2,si,0,B2,
SS-NAP-0035,Corso Ponticelli,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A2,
SS-NAP-0036,Corso Quattro Novembre,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A2,
SS-NAP-0037,Corso San Giovanni a Teduccio,,rosso,4,strada principale trafficata (2 corsie),no,2,no,0,A2,
SS-NAP-0038,Corso San Pietro a Patierno,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B2,
SS-NAP-0039,Corso Secondigliano,,rosso,4,strada secondaria trafficata,no,2,no,0,B2,
SS-NAP-0040,Corso Sirena,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A2,
SS-NAP-0041,Corso Umberto Primo,,verde,1,ciclabile presente (da OpenStreetMap),si,2,si,0,A2,
SS-NAP-0042,Corso Vittorio Emanuele,,rosso,4,strada principale trafficata (2 corsie),no,2,no,0,A1,
SS-NAP-0043,Cortile Santa Chiara,,blu,2,zona pedonale / living street,no,1,no,0,A2,
SS-NAP-0044,Cupa Caiafa,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-NAP-0045,Cupa Canzanella Vecchia,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-NAP-0046,Cupa Capano,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-NAP-0047,Cupa Capodichino,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B2,
SS-NAP-0048,Cupa Carbone,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B2,
SS-NAP-0049,Cupa Carderito,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-NAP-0050,Cupa Cardone,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B2,
SS-NAP-0051,Cupa Cavone,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B2,
SS-NAP-0052,Cupa Censi dell'Arco,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B2,
SS-NAP-0053,Cupa Coppa,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-NAP-0054,Cupa Fosso del Lupo,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B2,
SS-NAP-0055,Cupa Gerolomini alle due Porte,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-NAP-0056,Cupa I Vrito - strada comunale Fragolara,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-NAP-0057,Cupa Lettieri,,rosso,4,strada secondaria trafficata,no,2,si,0,B2,
SS-NAP-0058,Cupa Padre Eterno,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B2,
SS-NAP-0059,Cupa Rubinacci,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A2,
SS-NAP-0060,Cupa San Giovanni a Marianella,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-NAP-0061,Cupa Santa Maria del Pozzo,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A2,
SS-NAP-0062,Cupa Vicinale Pepe,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B2,
SS-NAP-0063,Cupa Vicinale dell'Arco,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B2,
SS-NAP-0064,Cupa dei Gerolomini alle due Porte,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-NAP-0065,Cupa del Cimitero,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A2,
SS-NAP-0066,Cupa del Principe,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B2,
SS-NAP-0067,Cupa della Fascina,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-NAP-0068,Cupa della Vedova,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B2,
SS-NAP-0069,Cupa detta Santa Cesarea,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B2,
SS-NAP-0070,Cupa vecchia Napoli,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-NAP-0071,Discesa Bellaria,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B2,
SS-NAP-0072,Discesa Coroglio,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-NAP-0073,Discesa Lacco,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-NAP-0074,Discesa Sanità,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B2,
SS-NAP-0075,Discesa del Petraio,,blu,2,zona pedonale / living street,no,1,no,0,A1,
SS-NAP-0076,Fondaco Centocinquanta,,blu,2,zona pedonale / living street,no,1,no,0,B2,
SS-NAP-0077,Fondaco Perrone,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A2,
SS-NAP-0078,Fondaco San Gregorio Armeno,,blu,2,zona pedonale / living street,no,1,no,0,A2,
SS-NAP-0079,Fondaco della Vicaria,,blu,2,zona pedonale / living street,no,1,no,0,B2,
SS-NAP-0080,Galleria Principe di Napoli,,blu,2,zona pedonale / living street,no,1,no,0,A2,
SS-NAP-0081,Galleria Umberto I,,blu,2,zona pedonale / living street,no,1,no,0,A2,
SS-NAP-0082,Galleria della Vittoria,,rosso,4,strada principale trafficata,no,2,si,0,A2,
SS-NAP-0083,Galleria delle Quattro Giornate,,rosso,4,strada principale trafficata,no,2,si,0,A1,
SS-NAP-0084,Galleria di Posillipo (Laziale),,rosso,4,strada principale trafficata,no,2,si,0,A1,
SS-NAP-0085,Gradini Amedeo,,blu,2,zona pedonale / living street,no,1,no,0,A1,
SS-NAP-0086,Gradini Forcella,,blu,2,zona pedonale / living street,no,1,no,0,A2,
SS-NAP-0087,Gradini Gesù e Maria,,blu,2,zona pedonale / living street,no,1,no,0,A2,
SS-NAP-0088,Gradini Ofanto,,blu,2,zona pedonale / living street,no,1,no,0,A1,
SS-NAP-0089,Gradini Pallonetto a Santa Lucia,,blu,2,zona pedonale / living street,no,1,no,0,A2,
SS-NAP-0090,Gradini Rosario a Portamedina,,blu,2,zona pedonale / living street,no,1,no,0,A2,
SS-NAP-0091,Gradini San Liborio,,blu,2,zona pedonale / living street,no,1,no,0,A2,
SS-NAP-0092,Gradini San Nicandro,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B2,
SS-NAP-0093,Gradini Santa Caterina da Siena,,blu,2,zona pedonale / living street,no,1,no,0,A1,
SS-NAP-0094,Gradini del Petraio,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-NAP-0095,Gradini della Piazzetta,,blu,2,zona pedonale / living street,no,1,no,0,A2,
SS-NAP-0096,Gradoni di Chiaia,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A2,
SS-NAP-0097,Grotta di Seiano,,blu,2,zona pedonale / living street,no,1,no,0,A1,
SS-NAP-0098,I I Viale Malatesta,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-NAP-0099,I Traversa Enrico Cosenz,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A2,
SS-NAP-0100,I Traversa Giulio Cesare,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-NAP-0101,I Traversa Nino Bixio,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-NAP-0102,I Traversa Paolo della Valle,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-NAP-0103,I Traversa degli Orefici,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A2,
SS-NAP-0104,I Traversa di Via Villa Bisignano,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A2,
SS-NAP-0105,I Traversa di Via Vincenzo Janfolla,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B2,
SS-NAP-0106,II Traversa Garibaldi,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A2,
SS-NAP-0107,II Traversa Niccolò Garzilli,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-NAP-0108,II Traversa Nino Bixio,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-NAP-0109,II Traversa Privata Epomeo,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-NAP-0110,II Traversa Via Napoli,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-NAP-0111,II Traversa degli Orefici,,blu,2,zona pedonale / living street,no,1,no,0,A2,
SS-NAP-0112,II Traversa di Via Villa Bisignano,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A2,
SS-NAP-0113,II Traversa di Via Vincenzo Janfolla,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-NAP-0114,II Traversa privata di Via Provinciale Napoli,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-NAP-0115,III Traversa Nino Bixio,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-NAP-0116,IV Traversa Botteghelle,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B2,
SS-NAP-0117,IV Traversa di Via Villa Bisignano,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A2,
SS-NAP-0118,Inversione di marcia,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B2,
SS-NAP-0119,Largo 4 Aprile,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B2,
SS-NAP-0120,Largo Aldo Capitini,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B2,
SS-NAP-0121,Largo Alessandro Lala,,rosso,4,strada principale trafficata,no,2,si,0,A1,
SS-NAP-0122,Largo Antignano,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-NAP-0123,Largo Banchi Nuovi,,blu,2,zona pedonale / living street,no,1,no,0,A2,
SS-NAP-0124,Largo Baracche,,blu,2,zona pedonale / living street,no,1,no,0,A2,
SS-NAP-0125,Largo Baruch De Spinoza,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-NAP-0126,Largo Beato Gaetano Errico,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B2,
SS-NAP-0127,Largo Cafiero,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-NAP-0128,Largo Cangiani,,rosso,4,strada secondaria trafficata,no,2,no,0,B1,
SS-NAP-0129,Largo Caterina Volpicelli,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-NAP-0130,Largo Corpo di Napoli,,blu,2,zona pedonale / living street,no,1,no,0,A2,
SS-NAP-0131,Largo Domenico Martuscelli,,rosso,4,strada secondaria trafficata (1 corsie),no,1,no,0,A1,
SS-NAP-0132,Largo Ecce Homo,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A2,
SS-NAP-0133,Largo Enrico Berlinguer,,verde,1,ciclabile presente (da OpenStreetMap),si,2,no,0,A2,
SS-NAP-0134,Largo Ferrandina,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-NAP-0135,Largo Francesco Celebrano,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-NAP-0136,Largo Francesco De Martino,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-NAP-0137,Largo Francesco Torraca,,blu,2,zona pedonale / living street,no,1,no,0,A2,
SS-NAP-0138,Largo Gaspare Colosimo,,blu,2,zona pedonale / living street,no,1,no,0,B1,
SS-NAP-0139,Largo Giuseppe Dossetti,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B2,
SS-NAP-0140,Largo Giustiniano,,rosso,4,strada secondaria trafficata,no,2,si,0,A1,
SS-NAP-0141,Largo Luigi Negrelli,,blu,2,zona pedonale / living street,no,1,no,0,A1,
SS-NAP-0142,Largo Luisa Conte,,blu,2,zona pedonale / living street,no,1,no,0,A1,
SS-NAP-0143,Largo Martin Buber,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B2,
SS-NAP-0144,Largo Maurizio Estate,,blu,2,zona pedonale / living street,no,1,no,0,A1,
SS-NAP-0145,Largo Miracoli,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B2,
SS-NAP-0146,Largo Nicola Abbagnano,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-NAP-0147,Largo Nicolangelo Protopisani,,blu,2,zona pedonale / living street,no,1,no,0,A2,
SS-NAP-0148,Largo Nunziatella,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A2,
SS-NAP-0149,Largo Placido Rizzotto,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B2,
SS-NAP-0150,Largo Ponte di Tappia,,blu,2,zona pedonale / living street,no,1,no,0,A2,
SS-NAP-0151,Largo Porteria al Consiglio,,blu,2,zona pedonale / living street,no,1,no,0,A2,
SS-NAP-0152,Largo Principessa Pignatelli,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-NAP-0153,Largo Proprio D'Arianiello,,blu,2,zona pedonale / living street,no,1,no,0,A2,
SS-NAP-0154,Largo S. Marcellino,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A2,
SS-NAP-0155,Largo San Martino,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-NAP-0156,Largo Sant'Erasmo,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A2,
SS-NAP-0157,Largo Sant'Orsola,,blu,2,zona pedonale / living street,no,1,no,0,A1,
SS-NAP-0158,Largo Santa Maria del Pianto,,rosso,4,strada principale trafficata,no,2,si,0,B2,
SS-NAP-0159,Largo Sergio Leone,,blu,2,zona pedonale / living street,no,1,no,0,B1,
SS-NAP-0160,Largo Soccorso,,blu,2,zona pedonale / living street,no,1,no,0,A2,
SS-NAP-0161,Largo del Petraio,,blu,2,zona pedonale / living street,no,1,no,0,A1,
SS-NAP-0162,Largo del Vasto a Chiaia,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-NAP-0163,Parco Adele,,blu,2,zona pedonale / living street,no,1,no,0,A1,
SS-NAP-0164,Parco Arcadia,,blu,2,accesso limitato (ZTL),no,1,no,0,B1,
SS-NAP-0165,Parco Fontana,,blu,2,accesso limitato (ZTL),no,1,no,0,B1,
SS-NAP-0166,Parco Frascino,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-NAP-0167,Parco Lamaro,,blu,2,accesso limitato (ZTL),no,1,no,0,B1,
SS-NAP-0168,Parco Montedonzelli,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-NAP-0169,Parco Persichetti,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-NAP-0170,Parco Saia,,blu,2,accesso limitato (ZTL),no,1,no,0,B1,
SS-NAP-0171,Parco Vomero Sole,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-NAP-0172,Passaggio Nuova Poggioreale,,rosso,4,strada secondaria trafficata,no,2,no,0,B2,
SS-NAP-0173,Passeggiata Colonna,,blu,2,zona pedonale / living street,no,1,no,0,A1,
SS-NAP-0174,Pendino Santa Barbara,,blu,2,zona pedonale / living street,no,1,no,0,A2,
SS-NAP-0175,Percorso Ciclabile Napoli,,verde,1,ciclabile presente (da OpenStreetMap),si,2,no,0,A2,
SS-NAP-0176,Piazza Amedeo,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-NAP-0177,Piazza Antonino Caponnetto,,blu,2,zona pedonale / living street,no,1,no,0,A2,
SS-NAP-0178,Piazza Bagnoli,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-NAP-0179,Piazza Canneto,,rosso,4,strada secondaria trafficata,no,2,si,0,B1,
SS-NAP-0180,Piazza Capri,,blu,2,zona pedonale / living street,no,1,no,0,A2,
SS-NAP-0181,Piazza Capuana,,rosso,4,strada secondaria trafficata,no,2,si,0,B2,
SS-NAP-0182,Piazza Carità,,rosso,4,strada secondaria trafficata (2 corsie),no,2,si,0,A2,
SS-NAP-0183,Piazza Carlo III,,rosso,4,strada principale trafficata,no,2,si,0,B2,
SS-NAP-0184,Piazza Carlo Terzo,,rosso,4,strada principale trafficata (2 corsie),no,2,si,0,B2,
SS-NAP-0185,Piazza Carlo Troya,,blu,2,zona pedonale / living street,no,1,no,0,A2,
SS-NAP-0186,Piazza Carolina,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A2,
SS-NAP-0187,Piazza Cavour,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B2,
SS-NAP-0188,Piazza Cosimo Fanzago,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-NAP-0189,Piazza Dante,,rosso,4,strada secondaria trafficata,no,2,no,0,A2,
SS-NAP-0190,Piazza Eduardo De Filippo,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B2,
SS-NAP-0191,Piazza Enrico De Leva,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
SS-NAP-0192,Piazza Enrico De Nicola,,rosso,4,strada secondaria trafficata,no,2,no,0,B2,
SS-NAP-0193,Piazza Enrico de Nicola,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B2,
SS-NAP-0194,Piazza Ezechiele Guardascione,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B2,
SS-NAP-0195,Piazza Ferdinando Fuga,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-NAP-0196,Piazza Francesco Coppola,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B2,
SS-NAP-0197,Piazza Francesco Muzii,,rosso,4,strada secondaria trafficata,no,2,si,0,B1,
SS-NAP-0198,Piazza Francesco Saverio Arabia,,rosso,4,strada principale trafficata,no,2,si,0,B2,
SS-NAP-0199,Piazza Francese,,blu,2,zona pedonale / living street,no,1,no,0,A2,
SS-NAP-0200,Piazza Gabriele D'Annunzio,,rosso,4,strada secondaria trafficata,no,2,si,0,A1,
SS-NAP-0201,Piazza Gaetano Salvemini,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-NAP-0202,Piazza Gesù e Maria,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A2,
SS-NAP-0203,Piazza Giacomo Matteotti,,rosso,4,strada secondaria trafficata,no,2,si,0,A2,
SS-NAP-0204,Piazza Gianbattista Vico,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B2,
SS-NAP-0205,Piazza Giovanni Battista Pacichelli,,blu,2,zona pedonale / living street,no,1,no,0,A2,
SS-NAP-0206,Piazza Giovanni Bernardino Tafuri,,blu,2,zona pedonale / living street,no,1,no,0,B1,
SS-NAP-0207,Piazza Giovanni Bovio,,verde,1,ciclabile presente (da OpenStreetMap),si,2,si,0,A2,
SS-NAP-0208,Piazza Giovanni Falcone e Paolo Borsellino,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B2,
SS-NAP-0209,Piazza Giovanni Leone,,blu,2,zona pedonale / living street,no,1,no,0,B2,
SS-NAP-0210,Piazza Giovanni Paolo II,,blu,2,zona pedonale / living street,no,1,no,0,B1,
SS-NAP-0211,Piazza Giovanni XXII,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B2,
SS-NAP-0212,Piazza Giuseppe Di Vittorio,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B2,
SS-NAP-0213,Piazza Giuseppe Garibaldi,,rosso,4,strada secondaria trafficata,no,2,si,0,A2,
SS-NAP-0214,Piazza Giuseppe Mazzini,,rosso,4,strada principale trafficata,no,2,no,0,A1,
SS-NAP-0215,Piazza Giuseppe Zanardelli,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B2,
SS-NAP-0216,Piazza Guglielmo Pepe,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A2,
SS-NAP-0217,Piazza Ipogea,,blu,2,zona pedonale / living street,no,1,no,0,A2,
SS-NAP-0218,Piazza Italia,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-NAP-0219,Piazza Jacopo Sannazaro,,rosso,4,strada principale trafficata,no,2,no,0,A1,
SS-NAP-0220,Piazza Leonardo,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-NAP-0221,Piazza Luigi Poderico,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B2,
SS-NAP-0222,Piazza Luigi Vanvitelli,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-NAP-0223,Piazza Madonna dell'Arco,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B2,
SS-NAP-0224,Piazza Marcantonio Colonna,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-NAP-0225,Piazza Marianella,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-NAP-0226,Piazza Mario Pagano,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B2,
SS-NAP-0227,Piazza Medaglie D'Oro,,rosso,4,strada secondaria trafficata,no,2,no,0,A1,
SS-NAP-0228,Piazza Mercato,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A2,
SS-NAP-0229,Piazza Miracoli,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B2,
SS-NAP-0230,Piazza Montecalvario,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A2,
SS-NAP-0231,Piazza Monteoliveto,,blu,2,zona pedonale / living street,no,1,no,0,A2,
SS-NAP-0232,Piazza Montesanto,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A2,
SS-NAP-0233,Piazza Municipio,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A2,
SS-NAP-0234,Piazza Municipio di Pianura,,blu,2,zona pedonale / living street,no,1,no,0,B1,
SS-NAP-0235,Piazza Museo Nazionale,,rosso,4,strada principale trafficata,no,2,si,0,A2,
SS-NAP-0236,Piazza Nazionale,,rosso,4,strada secondaria trafficata (2 corsie),no,2,si,0,B2,
SS-NAP-0237,Piazza Neghelli,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-NAP-0238,Piazza Nicola Amore,,rosso,4,strada secondaria trafficata (2 corsie),no,2,si,0,A2,
SS-NAP-0239,Piazza Nicola Romano,,blu,2,zona pedonale / living street,no,1,no,0,B1,
SS-NAP-0240,Piazza Nolana,,rosso,4,strada secondaria trafficata (2 corsie),no,2,si,0,A2,
SS-NAP-0241,Piazza Parrocchia,,blu,2,zona pedonale / living street,no,1,no,0,A2,
SS-NAP-0242,Piazza Piedigrotta,,rosso,4,strada principale trafficata,no,2,si,0,A1,
SS-NAP-0243,Piazza Piero Della Francesca,,blu,2,zona pedonale / living street,no,1,no,0,B1,
SS-NAP-0244,Piazza Pietro Nenni,,blu,2,zona pedonale / living street,no,1,no,0,B2,
SS-NAP-0245,Piazza Pignasecca,,blu,2,zona pedonale / living street,no,1,no,0,A2,
SS-NAP-0246,Piazza Pilastri,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-NAP-0247,Piazza Principe Umberto,,rosso,4,strada secondaria trafficata,no,2,si,0,B2,
SS-NAP-0248,Piazza Procida,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A2,
SS-NAP-0249,Piazza Quattro Giornate,,rosso,4,strada secondaria trafficata,no,2,si,0,A1,
SS-NAP-0250,Piazza Regina Margherita,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B2,
SS-NAP-0251,Piazza Roffredo Beneventano,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-NAP-0252,Piazza Ruggero Bonghi,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A2,
SS-NAP-0253,Piazza Salvatore Lobianco,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B2,
SS-NAP-0254,Piazza Salvatore di Giacomo,,giallo,3,strada urbana senza ciclabile,no,2,si,0,A1,
SS-NAP-0255,Piazza San Francesco di Paola,,rosso,4,strada secondaria trafficata,no,2,si,0,B2,
SS-NAP-0256,Piazza San Giorgio,,giallo,3,strada urbana senza ciclabile,no,2,si,0,B1,
SS-NAP-0257,Piazza San Giovanni Battista,,blu,2,zona pedonale / living street,no,1,no,0,A2,
SS-NAP-0258,Piazza San Pietro,,giallo,3,strada urbana senza ciclabile,no,2,no,0,A1,
SS-NAP-0259,Piazza Sanità,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B2,
SS-NAP-0260,Piazza Sant'Alfonso a Marianella,,giallo,3,strada urbana senza ciclabile,no,2,no,0,B1,
